birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,edu_other,edu_status,edu_yr,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,id,inc_ability,inc_exp,income,invest_other,join_party,learn,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,minor_child,nationality,neighbor_familiarity,political,property_other,province,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_time,survey_type,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,public_service,trust,invest,insur,leisure,media,property
1978,2,44,1,1,1,1,75,1,4,1,,,,1,1944,1,1,2,1500.0,3,1,95.0,1,4.0,4,4,168,1,4,1.0,6400,3,-2.0,1500,,,1,1952,1,1,15,1,,,0.0,1,4,-8,,16,4,1,1,,,,,,,,,1,1.0,1.0,2,2,2,3,2015/7/23 16:47,1,4,100,5,,,,,590.0,40,1,6,47,18,1
1946,2,18,4,4,3,4,40,2,4,6,,4.0,-2.0,3,-2,2,1,1,60000.0,2,2,66.0,1,4.0,4,4,170,1,5,3.0,6401,2,60000.0,36000,,1985.0,2,-2,1,1,15,3,1976.0,1976.0,0.0,1,3,4,,7,4,1,1,1950.0,4.0,5.0,24000.0,1.0,5.0,,,2,3.0,3.0,3,0,2,2,2015/8/5 13:09,1,4,150,5,,,,,610.0,-8,1,6,44,17,1
1949,2,70,7,8,5,4,110,1,2,4,,3.0,1956.0,4,1910,1,1,2,0.0,2,2,130.0,2,4.0,2,1,150,11,4,1.0,6402,2,20000.0,0,,,1,1918,1,1,2,7,1975.0,,1.0,1,5,1,,24,4,0,9,,,,,,,,,1,5.0,3.0,4,0,1,2,2015/7/30 8:55,1,5,107,6,,,,,590.0,50,1,7,44,14,2
1959,1,7,5,5,5,4,16,1,5,6,,4.0,1976.0,2,1910,-8,1,2,200000.0,4,3,130.0,2,4.0,2,5,162,1,2,3.0,6403,2,4.0,2000,,,3,1919,1,1,2,3,1982.0,1982.0,1.0,1,3,1,,4,3,1,1,1954.0,6.0,2.0,25000.0,1.0,5.0,,,3,5.0,6.0,3,0,2,2,2015/10/1 16:27,1,4,112,5,,,,,580.0,42,1,6,40,19,1
1965,2,7,7,9,7,10,14,0,5,12,,4.0,1992.0,2,1925,12,1,1,60000.0,2,3,54.0,2,4.0,3,3,158,0,5,1.0,6404,-8,-2.0,0,,,3,1923,4,1,1,4,1985.0,2013.0,,1,2,1,,4,4,0,2,1971.0,12.0,5.0,60000.0,1.0,1.0,3.0,1.0,2,2.0,6.0,3,0,2,1,2015/10/18 10:31,1,3,114,5,,,,,600.0,44,2,8,37,18,1
1994,2,15,7,7,5,5,31,0,3,6,,4.0,2013.0,3,1976,4,1,2,40000.0,4,3,75.0,1,3.0,5,3,170,1,1,1.0,6405,3,100000.0,18000,,,1,1984,4,1,2,1,,,,1,2,1,,6,4,1,1,,,,,,,,,2,3.0,2.0,3,0,2,2,2015/8/9 11:30,1,3,140,1,3.0,3.0,1.0,2.0,707.0,5,1,7,38,16,1
1954,2,52,3,3,2,2,85,0,5,4,,4.0,1973.0,4,-2,1,1,2,10000.0,2,3,200.0,1,4.0,5,5,169,1,1,1.0,6406,2,10000.0,5000,,,2,-2,1,1,2,3,1979.0,1979.0,0.0,1,4,1,,18,3,1,1,1958.0,3.0,1.0,5000.0,1.0,3.0,,,1,5.0,1.0,3,1,2,2,2015/7/21 12:39,2,4,130,1,3.0,5.0,1.0,-2.0,720.0,52,1,7,46,9,3
1942,2,82,3,3,3,3,125,1,3,1,,,,3,-2,-8,1,-8,24000.0,2,2,20.0,1,4.0,3,3,165,1,1,2.0,6407,3,100000.0,12000,,,1,-2,1,1,-8,3,1974.0,1974.0,0.0,1,4,1,,29,3,1,1,1944.0,1.0,1.0,12000.0,1.0,6.0,,,3,5.0,5.0,3,2,2,2,2015/7/23 16:15,1,3,100,4,,,,,570.0,39,1,6,53,13,1
1986,1,7,4,6,2,4,17,0,5,11,,4.0,2011.0,4,1954,7,1,1,50000.0,5,3,130.0,2,4.0,4,5,163,1,5,2.0,6408,4,120000.0,24000,,,3,1956,4,1,1,3,2009.0,2009.0,1.0,1,3,1,,4,4,1,1,1983.0,11.0,5.0,80000.0,4.0,1.0,3.0,1.0,1,3.0,3.0,3,1,3,3,2015/10/7 12:49,1,3,108,1,3.0,4.0,1.0,5.0,660.0,10,1,6,31,22,1
1942,2,7,5,5,5,1,18,1,3,3,,4.0,-2.0,2,-2,1,1,2,36000.0,1,2,70.0,2,5.0,4,4,160,1,4,1.0,6409,3,100000.0,36000,,,1,-2,1,1,2,7,1961.0,,0.0,1,3,1,,4,4,1,1,,,,,,,,,1,1.0,7.0,4,2,2,2,2015/10/4 15:40,1,4,140,1,4.0,3.0,1.0,21.0,520.0,28,1,6,49,10,1
1992,2,79,5,5,10,10,119,0,5,10,,4.0,2011.0,4,1969,4,1,9,72000.0,2,3,50.0,1,4.0,4,4,183,3,1,1.0,6410,3,50000.0,36000,,,2,1968,4,1,15,1,,,,1,2,1,,27,1,1,1,,,,,,,,,1,2.0,7.0,4,0,1,2,2015/7/24 19:31,1,2,120,1,4.0,3.0,1.0,2.0,500.0,26,1,8,41,17,1
1982,2,25,1,5,1,1,47,0,3,4,,4.0,1997.0,3,1957,6,1,2,40000.0,3,2,35.0,2,4.0,3,5,160,0,1,3.0,6411,3,30000.0,6000,,,1,1954,1,1,2,3,2005.0,2005.0,1.0,1,3,1,,10,3,1,1,1982.0,4.0,1.0,34000.0,1.0,1.0,3.0,1.0,1,7.0,3.0,2,1,2,3,2015/7/28 13:13,1,3,140,1,4.0,2.0,1.0,4.0,510.0,30,1,8,49,14,1
1974,2,72,4,5,2,1,112,0,5,4,,2.0,1988.0,4,-2,1,1,2,80000.0,2,3,20.0,1,4.0,5,5,159,1,1,3.0,6412,2,72000.0,40000,,,1,-2,1,1,2,3,1996.0,1996.0,1.0,8,3,1,,24,4,1,1,1975.0,3.0,1.0,40000.0,1.0,1.0,3.0,1.0,1,6.0,7.0,2,2,3,2,2015/8/4 19:33,2,4,146,1,3.0,3.0,1.0,20.0,302.0,20,1,6,52,10,1
1977,2,80,4,5,3,2,120,0,5,6,,4.0,1996.0,4,1949,4,1,1,144000.0,3,3,80.0,1,4.0,5,5,180,1,2,1.0,6413,2,180000.0,108000,,,1,1947,3,1,15,3,2002.0,2002.0,1.0,3,2,1,,27,2,1,1,1980.0,6.0,2.0,36000.0,1.0,5.0,,,1,3.0,4.0,2,1,1,1,2015/7/28 19:00,1,4,150,1,3.0,3.0,1.0,19.0,550.0,-2,1,6,43,14,1
1952,2,57,6,5,5,5,91,0,4,6,,4.0,1975.0,1,-2,3,1,1,-3.0,2,3,70.0,2,3.0,4,4,160,1,5,1.0,6414,-8,10000.0,-3,,,1,-2,2,1,15,3,1974.0,1974.0,0.0,1,4,1,,19,4,1,1,1947.0,6.0,5.0,-3.0,1.0,5.0,,,3,2.0,2.0,3,1,3,2,2015/7/21 19:04,1,3,48,5,,,,,480.0,41,1,6,33,18,1
1983,2,32,4,7,3,3,60,1,3,7,,4.0,2001.0,3,1953,3,1,2,216000.0,4,2,50.0,1,4.0,4,5,165,2,1,3.0,6415,2,360000.0,216000,,,3,1955,3,1,2,3,2008.0,2008.0,2.0,1,2,1,,12,4,1,1,1984.0,4.0,1.0,0.0,1.0,5.0,,,1,3.0,7.0,3,1,3,2,2015/8/1 11:03,1,3,140,1,2.0,1.0,1.0,14.0,670.0,24,1,6,33,18,1
1967,1,68,1,1,1,1,108,1,4,3,,4.0,1982.0,5,1940,14,1,2,71000.0,3,3,120.0,2,5.0,4,4,160,1,1,1.0,6416,2,10.0,60000,,,3,1945,3,1,2,3,1992.0,1992.0,1.0,1,5,1,,23,3,1,1,1966.0,7.0,1.0,11000.0,4.0,3.0,,,2,7.0,3.0,3,1,1,3,2015/10/1 13:56,2,3,115,1,4.0,9.0,1.0,-2.0,870.0,-11,1,6,50,9,1
1973,2,82,4,5,2,1,124,0,3,4,,4.0,1991.0,-8,1952,3,1,2,150000.0,4,3,63.0,1,4.0,4,3,160,1,1,1.0,6417,-8,100000.0,150000,,,2,1953,1,1,2,3,1995.0,1995.0,2.0,1,4,1,,29,2,1,1,1977.0,3.0,1.0,0.0,1.0,6.0,,,3,6.0,3.0,3,2,1,2,2015/7/21 16:52,2,4,140,3,,,,,272.0,35,1,7,36,12,1
1966,2,45,5,6,5,5,76,1,5,3,,4.0,1971.0,3,-2,4,4,2,100000.0,3,3,110.0,2,3.0,2,5,148,2,1,2.0,6418,3,1000000.0,20000,,,1,-2,3,1,2,3,1989.0,1989.0,0.0,1,3,1,,16,3,1,1,1963.0,6.0,1.0,50000.0,1.0,1.0,3.0,1.0,1,3.0,3.0,3,1,2,2,2015/7/28 8:40,2,3,100,5,,,,,710.0,40,1,6,52,8,1
1964,2,52,2,2,2,2,85,1,5,6,,4.0,1984.0,3,1944,1,1,2,40000.0,3,3,100.0,1,4.0,5,5,171,1,1,1.0,6419,3,80000.0,20000,,,1,1943,1,1,2,3,1987.0,1987.0,1.0,1,4,1,,18,3,1,1,1964.0,4.0,1.0,20000.0,1.0,3.0,,,1,7.0,2.0,4,0,2,2,2015/7/21 11:09,2,4,120,3,,,,,630.0,47,1,6,56,10,1
1963,2,28,4,5,3,1,51,0,3,4,,4.0,1980.0,4,1924,1,1,2,20000.0,3,3,120.0,1,4.0,4,5,173,2,1,2.0,6420,3,20000.0,16000,,,1,1931,1,1,2,3,1986.0,1986.0,0.0,1,5,1,,10,1,1,1,1963.0,4.0,1.0,4000.0,1.0,3.0,,,1,5.0,3.0,4,1,2,2,2015/7/26 18:02,2,5,135,3,,,,,680.0,5,1,0,56,10,1
1967,2,14,6,7,5,5,30,1,4,3,,4.0,1979.0,4,1941,1,1,2,10000.0,3,3,100.0,1,4.0,3,4,170,1,1,1.0,6421,2,-2.0,6000,,,1,-2,1,1,2,3,1989.0,1989.0,1.0,1,4,1,,6,2,1,1,1969.0,3.0,1.0,5000.0,1.0,3.0,,,1,4.0,4.0,3,1,1,2,2015/8/7 13:07,2,3,140,3,,,,,630.0,7,1,6,53,8,1
1943,2,81,5,6,4,3,121,2,3,4,,2.0,-1.0,4,-2,2,1,2,30000.0,2,3,120.0,1,4.0,2,2,162,1,1,1.0,6422,2,30000.0,20000,,,2,-2,-8,1,-8,3,1962.0,1962.0,0.0,1,2,1,,28,3,1,1,1942.0,3.0,1.0,2000.0,1.0,4.0,,,2,3.0,2.0,2,2,1,2,2015/7/31 11:02,1,3,100,5,,,,,680.0,34,1,7,45,12,1
1963,1,40,5,3,5,8,71,0,4,6,,4.0,1980.0,4,1935,4,1,1,150000.0,3,2,92.0,1,4.0,4,4,165,1,1,3.0,6423,3,70000.0,60000,,,1,1937,1,1,2,7,1984.0,,0.0,1,4,1,,15,2,1,1,,,,,,,,,6,,,1,1,3,2,2015/7/12 9:19,1,4,120,1,3.0,3.0,1.0,35.0,705.0,47,1,6,42,14,1
1972,2,70,5,5,5,2,110,1,3,3,,4.0,1987.0,2,1932,3,1,2,20000.0,3,3,100.0,2,4.0,4,4,160,1,1,2.0,6424,2,30000.0,15000,,,2,1940,1,1,2,3,1996.0,1996.0,0.0,1,4,1,,24,4,1,1,1967.0,6.0,1.0,20000.0,1.0,1.0,3.0,1.0,6,5.0,3.0,3,0,1,3,2015/7/31 20:34,1,4,100,1,3.0,3.0,1.0,16.0,690.0,25,1,6,42,14,1
1938,2,40,5,5,5,4,71,1,3,3,,2.0,,4,1917,1,1,2,40000.0,2,4,96.0,2,5.0,2,2,163,1,2,1.0,6425,2,50000.0,24000,,,1,1915,1,1,2,3,1957.0,1957.0,0.0,1,4,1,,15,4,0,4,1935.0,4.0,2.0,30000.0,4.0,5.0,,,1,5.0,5.0,3,2,1,1,2015/7/12 11:05,1,4,110,5,,,,,757.0,50,1,6,44,16,2
1992,1,59,5,7,5,5,95,0,4,12,,4.0,2015.0,4,1964,10,1,1,-3.0,3,4,120.0,1,4.0,4,5,178,2,5,1.0,6426,-8,120000.0,200,,,5,1963,6,4,12,1,,,,1,2,1,,19,2,1,1,,,,,,,,,-8,2.0,7.0,4,0,1,1,2015/7/19 14:31,1,3,180,6,,,,,810.0,11,1,6,41,12,1
1964,2,31,2,3,1,1,54,0,5,4,,4.0,1978.0,3,-2,-8,1,2,3000.0,4,2,160.0,2,3.0,4,5,150,1,1,1.0,6427,3,20000.0,2000,,,2,-2,1,1,2,3,1982.0,1982.0,0.0,1,3,1,,11,2,1,1,1958.0,1.0,1.0,-1.0,1.0,4.0,,,1,5.0,1.0,4,2,1,3,2015/7/19 11:05,2,2,80,4,,,,,670.0,5,1,6,56,10,1
1947,2,18,6,6,7,6,35,1,3,3,,4.0,1959.0,3,1915,1,1,1,36000.0,4,2,54.0,1,4.0,3,3,166,1,2,3.0,6428,2,25000.0,18000,,,1,1915,1,1,15,3,1975.0,1975.0,0.0,1,1,1,,7,4,1,1,1953.0,1.0,2.0,15000.0,1.0,5.0,,,2,,,1,2,2,2,2015/8/7 14:42,1,4,150,5,,,,,750.0,-39,1,6,52,10,1
1960,2,18,5,5,5,5,37,1,5,6,,4.0,1978.0,4,1924,2,1,1,27600.0,4,3,54.0,2,4.0,4,4,161,1,5,2.0,6429,2,40000.0,36000,,,2,1933,2,1,1,3,1983.0,1983.0,1.0,1,5,1,,7,4,1,1,1957.0,6.0,5.0,36000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,4,1,2,2,2015/8/4 10:56,1,4,126,5,,,,,610.0,24,1,5,34,12,1
1979,1,7,5,7,3,1,20,1,4,12,,4.0,2000.0,4,1953,4,1,5,200000.0,3,2,99.0,1,4.0,5,5,175,1,6,1.0,6430,2,200000.0,100000,,2002.0,3,1954,4,1,5,3,2004.0,2004.0,1.0,1,3,4,,4,3,1,1,1979.0,11.0,5.0,100000.0,4.0,1.0,3.0,1.0,2,4.0,6.0,3,0,2,2,2015/10/2 10:59,1,4,156,1,2.0,3.0,1.0,20.0,520.0,43,1,7,38,22,1
1972,2,51,5,5,5,5,84,1,4,3,,2.0,,4,1949,1,1,2,30000.0,4,3,160.0,1,4.0,5,4,175,1,1,1.0,6431,2,50000.0,10000,,,3,1949,1,1,2,3,1994.0,1994.0,2.0,1,4,1,,18,3,1,1,1976.0,4.0,1.0,20000.0,1.0,1.0,2.0,1.0,1,5.0,2.0,3,1,2,2,2015/7/27 14:35,1,4,160,1,3.0,5.0,1.0,-1.0,560.0,45,1,7,49,12,1
1990,2,33,1,-8,1,1,62,2,4,4,,2.0,-2.0,1,1966,3,1,7,-3.0,4,2,170.0,1,3.0,4,4,170,1,1,1.0,6432,2,-3.0,24000,,,2,1966,3,1,7,1,,,0.0,1,3,1,,12,2,0,6,,,,,,,,,2,2.0,2.0,3,2,1,2,2015/8/7 16:23,1,-8,140,1,3.0,3.0,1.0,6.0,252.0,-70,1,7,9,14,1
1934,2,65,7,8,6,2,104,1,4,2,,,,2,-2,2,1,2,24000.0,1,4,90.0,2,5.0,3,3,150,2,2,1.0,6433,1,30000.0,24000,,,1,-2,1,1,2,7,1948.0,,0.0,1,4,1,,22,4,1,1,,,,,,,,,3,2.0,2.0,3,2,1,1,2015/7/6 10:05,1,3,108,5,,,,,720.0,49,1,4,44,13,1
1953,2,57,4,4,6,3,91,1,3,4,,4.0,1970.0,1,1912,2,4,1,-2.0,2,3,69.0,2,3.0,1,2,157,1,5,2.0,6434,4,10000000.0,36000,,,1,1916,1,1,1,3,1977.0,1977.0,0.0,1,4,1,,19,3,0,4,1948.0,12.0,5.0,-2.0,3.0,5.0,,,5,3.0,6.0,2,0,2,2,2015/7/16 19:15,1,-8,100,5,,,,,535.0,-3,1,6,35,23,1
1979,2,82,6,6,4,3,125,0,4,11,,4.0,2002.0,4,-2,6,1,9,70000.0,2,3,80.0,2,4.0,5,4,158,1,2,2.0,6435,2,100000.0,36000,,,5,-2,6,1,15,3,2013.0,2013.0,,1,3,1,,29,4,1,1,1981.0,12.0,2.0,30000.0,1.0,1.0,3.0,1.0,2,3.0,3.0,3,0,1,2,2015/7/21 7:12,1,4,100,1,3.0,3.0,1.0,13.0,540.0,33,1,6,20,25,1
1953,2,36,2,3,2,2,66,1,3,1,,,,3,-2,1,1,10,-2.0,1,2,160.0,2,2.0,3,4,152,1,2,1.0,6436,3,30000.0,2800,,,1,-2,1,1,10,3,1975.0,1975.0,0.0,8,4,1,,13,3,1,1,1948.0,3.0,2.0,-2.0,1.0,1.0,3.0,2.0,1,7.0,3.0,3,1,2,3,2015/9/21 9:12,1,4,90,5,,,,,312.0,-26,1,7,55,7,1
1936,2,33,5,5,5,2,62,3,3,1,,,,-8,-2,1,1,2,-2.0,2,3,60.0,2,4.0,3,2,153,1,1,1.0,6437,-8,-2.0,0,,,1,-2,1,1,2,3,1959.0,1959.0,0.0,1,4,1,,12,2,1,1,1932.0,3.0,1.0,0.0,1.0,5.0,,,1,2.0,2.0,4,3,2,2,2015/8/9 15:10,1,-8,70,4,,,,,265.0,18,1,7,39,9,1
1973,2,89,3,8,1,1,134,1,4,4,,4.0,-2.0,4,-2,6,1,2,20000.0,3,2,60.0,2,4.0,4,5,165,1,2,1.0,6438,3,40000.0,10000,,,1,-2,1,1,2,3,1995.0,1995.0,0.0,1,4,1,,31,2,1,1,1970.0,12.0,2.0,10000.0,4.0,1.0,3.0,1.0,1,4.0,4.0,3,0,2,2,2015/9/14 11:35,1,4,110,1,3.0,3.0,1.0,3.0,260.0,38,1,6,49,9,1
1969,2,59,3,5,2,1,95,0,3,4,,4.0,-2.0,1,-2,1,1,1,25000.0,1,-8,30.0,2,4.0,3,5,157,1,5,1.0,6439,-8,-2.0,25000,,,1,-2,3,1,12,1,,,,1,3,1,,19,5,1,1,,,,,,,,,-8,6.0,7.0,2,0,1,3,2015/7/15 14:25,1,3,100,1,3.0,3.0,1.0,30.0,630.0,38,1,6,40,16,1
1990,2,32,3,-8,4,3,59,0,5,12,,4.0,2013.0,3,1962,6,1,1,40000.0,3,2,40.0,2,3.0,4,5,156,0,5,1.0,6440,3,100000.0,36000,,,2,1963,6,1,1,1,,,,1,3,1,,12,3,1,1,,,,,,,,,3,3.0,7.0,3,0,3,2,2015/8/4 15:30,1,4,90,1,3.0,3.0,1.0,1.0,460.0,-14,1,6,39,21,1
1945,2,77,1,1,1,1,117,0,3,1,,,,4,-2,1,1,2,660.0,2,1,120.0,2,4.0,1,1,155,1,1,1.0,6441,4,10000.0,840,,,1,1934,1,1,2,3,1972.0,1972.0,0.0,1,2,1,,27,3,1,1,1945.0,1.0,1.0,660.0,1.0,4.0,,,1,7.0,7.0,2,1,1,3,2015/7/18 11:26,2,5,106,4,,,,,900.0,29,1,6,57,11,1
1983,2,5,1,1,1,1,12,1,4,4,,4.0,1998.0,2,-2,3,1,2,50000.0,3,2,75.0,2,3.0,4,4,155,1,1,2.0,6442,3,-2.0,0,,,2,-2,3,1,2,3,2010.0,2010.0,2.0,8,5,1,,2,4,1,1,1981.0,4.0,1.0,40000.0,1.0,1.0,8.0,-8.0,3,1.0,1.0,4,1,2,3,2015/8/4 18:00,1,4,100,5,,,,,710.0,-3,1,6,28,13,1
1944,2,61,5,5,4,3,97,2,4,1,,,,4,-2,1,1,2,-2.0,1,3,210.0,2,5.0,2,2,147,1,1,1.0,6443,-8,0.0,0,,,1,-2,1,1,2,7,1964.0,,0.0,1,5,1,,21,5,1,1,,,,,,,,,1,1.0,1.0,5,2,2,2,2015/7/14 17:34,2,4,87,3,,,,,724.0,4,1,6,41,10,1
1966,2,82,10,10,3,5,124,2,5,4,,4.0,-2.0,4,-2,1,1,2,50000.0,2,2,90.0,1,4.0,5,5,170,1,1,1.0,6444,2,100000.0,9000,,,1,-2,1,1,2,3,-2.0,-2.0,0.0,1,5,1,,29,4,1,1,1967.0,4.0,1.0,5000.0,1.0,4.0,,,5,5.0,5.0,2,1,1,2,2015/7/21 13:49,2,4,160,4,,,,,810.0,16,1,6,47,10,1
1952,2,72,2,2,2,2,112,1,3,3,,4.0,1964.0,1,-2,1,1,2,-2.0,2,2,80.0,1,4.0,2,2,155,0,1,1.0,6445,-8,60000.0,0,,,1,-2,3,1,2,3,1974.0,1974.0,0.0,1,3,1,,24,2,1,6,1955.0,3.0,1.0,0.0,1.0,3.0,,,1,6.0,6.0,3,3,2,3,2015/8/3 8:46,2,4,100,3,,,,,540.0,32,1,7,55,8,1
1935,2,43,5,5,4,4,74,4,3,10,,4.0,1957.0,4,-2,1,1,2,120000.0,2,4,54.0,2,4.0,3,3,154,1,2,1.0,6446,2,48000.0,24000,,,1,-2,1,1,2,3,1962.0,1962.0,0.0,1,1,1,,15,5,0,1,1933.0,4.0,2.0,100000.0,4.0,5.0,,,1,,,1,0,2,1,2015/7/13 9:13,1,4,126,5,,,,,740.0,45,1,6,54,12,2
1947,1,45,7,7,5,6,76,4,3,3,,4.0,1960.0,5,-2,1,1,9,40000.0,6,3,100.0,1,4.0,1,1,158,1,2,1.0,6447,2,10000.0,0,,1966.0,1,-2,1,1,2,3,1968.0,1968.0,0.0,1,4,4,,16,4,1,1,1949.0,3.0,2.0,0.0,1.0,6.0,,,1,5.0,2.0,3,1,1,2,2015/7/25 9:17,1,3,130,5,,,,,300.0,47,1,7,53,11,1
1930,2,14,5,-8,3,3,30,1,4,1,,,,4,-2,1,1,2,-2.0,1,3,120.0,2,5.0,1,2,153,1,1,1.0,6448,2,-2.0,0,,,1,-2,1,1,2,7,-2.0,,0.0,1,3,1,,6,4,1,1,,,,,,,,,1,5.0,5.0,4,4,2,2,2015/8/5 13:08,2,5,120,4,,,,,747.0,18,1,6,55,8,1
1965,2,26,4,6,5,5,48,1,4,4,,4.0,-2.0,2,-2,1,1,2,8400.0,1,2,50.0,2,2.0,4,5,160,1,2,1.0,6449,3,5000.0,8400,,,1,-2,1,1,2,7,1987.0,,0.0,1,5,1,,10,3,1,1,,,,,,,,,1,4.0,2.0,4,1,2,3,2015/7/29 9:44,1,3,140,1,3.0,3.0,1.0,-2.0,530.0,9,1,7,53,8,1
1966,2,36,1,5,1,1,67,0,2,4,,4.0,1983.0,2,-2,3,1,1,-2.0,3,2,70.0,1,2.0,2,3,165,1,2,1.0,6450,3,3000.0,10000,,,1,-2,1,1,5,3,1985.0,1986.0,0.0,1,3,1,,13,2,1,1,1968.0,4.0,2.0,10000.0,1.0,1.0,5.0,1.0,6,6.0,6.0,2,1,2,3,2015/9/6 11:18,1,3,140,1,3.0,3.0,1.0,30.0,550.0,39,1,7,52,18,1
1949,2,14,6,8,3,1,30,0,2,1,,,,2,-2,1,1,2,-3.0,2,2,120.0,1,3.0,2,2,150,1,1,1.0,6451,3,100000.0,-3,,,1,-2,1,1,2,3,-2.0,-2.0,0.0,1,4,1,,6,2,1,1,1950.0,1.0,1.0,10000.0,1.0,1.0,1.0,1.0,1,3.0,3.0,2,1,2,3,2015/8/7 11:50,1,5,80,4,,,,,600.0,26,1,7,57,9,1
1966,2,2,4,4,4,4,9,1,4,3,,2.0,,3,-2,1,1,2,20000.0,2,2,50.0,1,3.0,4,4,165,1,2,1.0,6452,3,20000.0,10000,,,2,-2,1,1,2,3,1993.0,1993.0,0.0,8,5,1,,2,3,1,1,1965.0,3.0,1.0,15000.0,1.0,1.0,5.0,1.0,1,3.0,2.0,3,0,3,3,2015/7/24 11:56,1,5,130,1,3.0,5.0,2.0,20.0,242.0,38,1,7,50,10,2
1970,2,27,7,7,6,5,50,0,5,4,,4.0,-2.0,4,1959,4,1,2,40000.0,4,3,300.0,2,4.0,3,5,150,1,1,1.0,6453,2,30000.0,20000,,,3,1959,4,1,2,3,1996.0,1996.0,1.0,1,3,1,,10,4,1,1,1975.0,4.0,1.0,20000.0,1.0,1.0,3.0,1.0,1,5.0,4.0,4,1,2,2,2015/7/26 16:28,1,4,90,1,3.0,3.0,1.0,10.0,760.0,17,1,7,44,16,1
1944,1,26,2,2,1,1,48,1,3,3,,4.0,1960.0,4,-2,1,1,2,40000.0,5,3,200.0,2,4.0,2,2,155,1,1,1.0,6454,2,10000.0,0,,,1,-2,1,1,2,3,1963.0,1963.0,0.0,1,5,1,,10,4,1,1,1942.0,3.0,1.0,0.0,1.0,4.0,,,1,5.0,1.0,4,2,2,2,2015/7/26 11:24,2,4,105,4,,,,,625.0,-7,1,8,50,9,1
1946,2,42,4,-8,3,1,73,0,4,1,,,,4,-2,1,1,-8,5000.0,2,2,100.0,1,3.0,4,3,180,1,1,1.0,6455,2,20000.0,5000,,,1,-2,1,1,2,3,1969.0,1969.0,0.0,1,5,1,,15,3,1,1,1947.0,1.0,1.0,-1.0,1.0,3.0,,,1,6.0,6.0,3,2,2,2,2015/7/12 7:20,2,3,130,3,,,,,618.0,-4,1,7,52,0,1
1969,2,69,3,5,1,1,109,2,1,4,,2.0,1985.0,4,1940,4,1,2,20000.0,3,3,15.0,2,3.0,1,5,170,0,1,1.0,6456,3,50000.0,20000,,,1,1941,3,1,2,3,1990.0,1990.0,1.0,1,3,1,,23,3,1,1,1967.0,4.0,1.0,0.0,1.0,6.0,,,2,,,1,1,1,3,2015/9/24 10:15,1,3,130,1,4.0,2.0,2.0,20.0,500.0,34,1,6,31,13,1
1984,2,6,3,6,3,2,13,0,5,4,,2.0,1999.0,3,1956,3,1,9,120000.0,4,3,60.0,1,4.0,4,4,174,2,1,1.0,6457,2,60000.0,27000,,,1,1960,3,1,2,6,2010.0,,1.0,1,4,1,,3,3,1,1,,,,,,,,,2,5.0,4.0,2,1,3,2,2015/9/25 18:15,2,4,140,1,3.0,3.0,1.0,15.0,660.0,46,1,7,45,10,1
1971,2,35,4,-8,3,2,65,1,3,1,,,,4,-2,1,1,2,-2.0,4,2,200.0,2,3.0,4,4,134,1,1,1.0,6458,3,18000.0,-2,,,1,-2,1,1,2,3,1994.0,1994.0,1.0,6,5,1,,13,3,0,3,1970.0,3.0,1.0,-2.0,1.0,2.0,,,1,-8.0,1.0,4,1,2,3,2015/9/21 11:14,2,3,95,5,,,,,488.0,-1,1,8,54,9,1
1947,2,18,5,-8,5,1,38,2,4,4,,4.0,1963.0,2,1921,-8,4,1,34000.0,1,3,70.0,1,4.0,4,4,170,1,2,1.0,6459,3,48000.0,32000,,,2,-2,1,1,15,6,1968.0,,0.0,1,3,1,,7,4,1,1,,,,,,,,,1,6.0,6.0,2,0,2,3,2015/8/15 10:39,1,3,130,5,,,,,508.0,-42,1,6,46,14,1
1979,2,27,5,6,3,1,49,1,4,6,,4.0,1997.0,2,1965,1,1,2,90000.0,5,3,96.0,2,4.0,5,4,160,1,2,1.0,6460,2,60000.0,40000,,,2,1946,1,1,2,3,2005.0,2005.0,1.0,1,3,1,,10,3,1,1,1980.0,6.0,2.0,50000.0,1.0,1.0,3.0,1.0,3,5.0,3.0,3,0,1,2,2015/7/29 19:20,1,4,140,1,3.0,3.0,1.0,13.0,500.0,37,1,6,42,15,1
1956,2,41,4,6,3,2,72,2,2,1,,,,3,-2,1,1,16,15000.0,4,1,80.0,2,3.0,3,2,150,-1,1,3.0,6461,3,30000.0,10000,,,2,-2,1,1,16,3,1975.0,1975.0,0.0,1,5,1,,15,2,1,1,1945.0,4.0,1.0,-1.0,1.0,3.0,,,1,6.0,4.0,2,1,2,3,2015/7/17 15:20,1,3,90,5,,,,,260.0,18,1,8,56,7,1
